DateTime,Discharge_m3/s
2024-09-25 10:00:00,15.220001983599996
2024-09-25 10:10:00,15.392010879459992
2024-09-25 10:20:00,15.668012809619999
2024-09-25 10:30:00,15.714009475539994
2024-09-25 10:40:00,15.852021407939995
2024-09-25 10:50:00,16.312010002239994
2024-09-25 11:00:00,16.49601860056
2024-09-25 11:10:00,16.40400333407999
2024-09-25 11:20:00,16.772020530719995
2024-09-25 11:30:00,16.634008598319994
2024-09-25 11:40:00,16.726001930159995
2024-09-25 11:50:00,16.864013862559997
2024-09-25 12:00:00,16.91001052848
2024-09-25 12:10:00,17.370021056959995
2024-09-25 12:20:00,17.232009124560005
2024-09-25 12:30:00,17.462014389259995
2024-09-25 12:40:00,17.370021056959995
2024-09-25 12:50:00,17.41601772288
2024-09-25 13:00:00,17.554007721099996
2024-09-25 13:10:00,17.646001052939994
2024-09-25 13:20:00,17.73801631942
2024-09-25 13:30:00,17.78401298534
2024-09-25 13:40:00,17.60000438702
2024-09-25 13:50:00,17.370021056959995
2024-09-25 14:00:00,17.462014389259995
2024-09-25 14:10:00,17.692019653499997
2024-09-25 14:20:00,17.370021056959995
2024-09-25 14:30:00,17.50801105518
2024-09-25 14:40:00,17.50801105518
2024-09-25 14:50:00,16.91001052848
2024-09-25 15:00:00,17.002003860320002
2024-09-25 15:10:00,16.956007194399998
2024-09-25 15:20:00,16.542015266479993
2024-09-25 15:30:00,16.726001930159995
2024-09-25 15:40:00,16.634008598319994
2024-09-25 15:50:00,16.726001930159995
2024-09-25 16:00:00,16.634008598319994
2024-09-25 16:10:00,16.266013336319997
2024-09-25 16:20:00,16.220016670399993
2024-09-25 16:30:00,16.45
2024-09-25 16:40:00,16.358006668159998
2024-09-25 16:50:00,16.220016670399993
2024-09-25 17:00:00,16.036008072079994
2024-09-25 17:10:00,15.99001140616
2024-09-25 17:20:00,15.898018073860001
2024-09-25 17:30:00,15.852021407939995
2024-09-25 17:40:00,15.668012809619999
2024-09-25 17:50:00,15.76000614146
2024-09-25 18:00:00,15.806002807839993
2024-09-25 18:10:00,15.806002807839993
2024-09-25 18:20:00,15.57601947778
2024-09-25 18:30:00,15.392010879459992
2024-09-25 18:40:00,15.530000877219997
2024-09-25 18:50:00,15.57601947778
2024-09-25 19:00:00,15.622016143699994
2024-09-25 19:10:00,15.1800048828
2024-09-25 19:20:00,15.300017547619992
2024-09-25 19:30:00,15.220001983599996
2024-09-25 19:40:00,15.1800048828
2024-09-25 19:50:00,15.1800048828
2024-09-25 20:00:00,15.1000106812
2024-09-25 20:10:00,15.060013580399996
2024-09-25 20:20:00,15.060013580399996
2024-09-25 20:30:00,15.060013580399996
2024-09-25 20:40:00,14.7400177
2024-09-25 20:50:00,14.820011902
2024-09-25 21:00:00,15.1800048828
2024-09-25 21:10:00,15.060013580399996
2024-09-25 21:20:00,15.060013580399996
2024-09-25 21:30:00,15.0200164796
2024-09-25 21:40:00,14.900006103599999
2024-09-25 21:50:00,14.780014801199995
2024-09-25 22:00:00,14.700001525999998
2024-09-25 22:10:00,14.820011902
2024-09-25 22:20:00,14.7400177
2024-09-25 22:30:00,14.940003204399995
2024-09-25 22:40:00,14.660004425199993
2024-09-25 22:50:00,14.900006103599999
2024-09-25 23:00:00,14.540013122399998
2024-09-25 23:10:00,14.780014801199995
2024-09-25 23:20:00,14.820011902
2024-09-25 23:30:00,14.620007324399998
2024-09-25 23:40:00,14.700001525999998
2024-09-25 23:50:00,14.7400177
2024-09-26 00:00:00,14.500016021599993
2024-09-26 00:10:00,14.700001525999998
2024-09-26 00:20:00,14.500016021599993
2024-09-26 00:30:00,14.660004425199993
2024-09-26 00:40:00,14.780014801199995
2024-09-26 00:50:00,14.620007324399998
2024-09-26 01:00:00,14.420002746399998
2024-09-26 01:10:00,14.7400177
2024-09-26 01:20:00,14.540013122399998
2024-09-26 01:30:00,14.340008544799996
2024-09-26 01:40:00,14.3800056456
2024-09-26 01:50:00,14.340008544799996
2024-09-26 02:00:00,14.100006866400001
2024-09-26 02:10:00,14.060009765599997
2024-09-26 02:20:00,13.8200080872
2024-09-26 02:30:00,13.940018463200001
2024-09-26 02:40:00,13.980015563999997
2024-09-26 02:50:00,13.9000022888
2024-09-26 03:00:00,13.700016784799995
2024-09-26 03:10:00,13.620003509599998
2024-09-26 03:20:00,13.620003509599998
2024-09-26 03:30:00,13.380001831200001
2024-09-26 03:40:00,13.420018005200003
2024-09-26 03:50:00,13.700016784799995
2024-09-26 04:00:00,13.500012207200003
2024-09-26 04:10:00,13.220013427600001
2024-09-26 04:20:00,13.180016326799997
2024-09-26 04:30:00,13.02000885
2024-09-26 04:40:00,13.180016326799997
2024-09-26 04:50:00,13.02000885
2024-09-26 05:00:00,12.780007171600003
2024-09-26 05:10:00,12.900017547599996
2024-09-26 05:20:00,12.9400146484
2024-09-26 05:30:00,12.660015869199999
2024-09-26 05:40:00,12.860001373200003
2024-09-26 05:50:00,12.9400146484
2024-09-26 06:00:00,12.700012970000003
2024-09-26 06:10:00,12.540005493199997
2024-09-26 06:20:00,12.500008392400002
2024-09-26 06:30:00,12.700012970000003
2024-09-26 06:40:00,12.700012970000003
2024-09-26 06:50:00,12.540005493199997
2024-09-26 07:00:00,12.780007171600003
2024-09-26 07:10:00,12.500008392400002
2024-09-26 07:20:00,12.580002594000002
2024-09-26 07:30:00,12.540005493199997
2024-09-26 07:40:00,12.500008392400002
2024-09-26 07:50:00,12.580002594000002
2024-09-26 08:00:00,12.619999694799997
2024-09-26 08:10:00,12.619999694799997
2024-09-26 08:20:00,12.580002594000002
2024-09-26 08:30:00,13.02000885
2024-09-26 08:40:00,13.02000885
2024-09-26 08:50:00,12.860001373200003
2024-09-26 09:00:00,12.9400146484
2024-09-26 09:10:00,12.900017547599996
2024-09-26 09:20:00,13.380001831200001
2024-09-26 09:30:00,13.500012207200003
2024-09-26 09:40:00,13.500012207200003
2024-09-26 09:50:00,13.9000022888
2024-09-26 10:00:00,14.180001068
2024-09-26 10:10:00,14.540013122399998
2024-09-26 10:20:00,14.580010223199993
2024-09-26 10:30:00,14.860009002799995
2024-09-26 10:40:00,15.0200164796
2024-09-26 10:50:00,14.980000305199999
2024-09-26 11:00:00,15.392010879459992
2024-09-26 11:10:00,15.714009475539994
2024-09-26 11:20:00,15.806002807839993
2024-09-26 11:30:00,15.806002807839993
2024-09-26 11:40:00,16.220016670399993
2024-09-26 11:50:00,15.852021407939995
2024-09-26 12:00:00,16.220016670399993
2024-09-26 12:10:00,16.45
2024-09-26 12:20:00,16.266013336319997
2024-09-26 12:30:00,16.358006668159998
2024-09-26 12:40:00,16.358006668159998
2024-09-26 12:50:00,16.45
2024-09-26 13:00:00,16.634008598319994
2024-09-26 13:10:00,16.45
2024-09-26 13:20:00,16.542015266479993
2024-09-26 13:30:00,16.49601860056
2024-09-26 13:40:00,16.220016670399993
2024-09-26 13:50:00,16.45
2024-09-26 14:00:00,16.266013336319997
2024-09-26 14:10:00,16.17402000448
2024-09-26 14:20:00,16.266013336319997
2024-09-26 14:30:00,16.17402000448
2024-09-26 14:40:00,16.40400333407999
2024-09-26 14:50:00,15.99001140616
2024-09-26 15:00:00,15.898018073860001
2024-09-26 15:10:00,16.082004738000002
2024-09-26 15:20:00,15.898018073860001
2024-09-26 15:30:00,16.220016670399993
2024-09-26 15:40:00,16.45
2024-09-26 15:50:00,16.312010002239994
2024-09-26 16:00:00,16.266013336319997
2024-09-26 16:10:00,15.806002807839993
2024-09-26 16:20:00,15.622016143699994
2024-09-26 16:30:00,15.944014739779997
2024-09-26 16:40:00,15.668012809619999
2024-09-26 16:50:00,15.806002807839993
2024-09-26 17:00:00,15.76000614146
2024-09-26 17:10:00,15.714009475539994
2024-09-26 17:20:00,15.260018157999998
2024-09-26 17:30:00,15.392010879459992
2024-09-26 17:40:00,15.300017547619992
2024-09-26 17:50:00,15.392010879459992
2024-09-26 18:00:00,14.980000305199999
2024-09-26 18:10:00,14.820011902
2024-09-26 18:20:00,15.1000106812
2024-09-26 18:30:00,15.060013580399996
2024-09-26 18:40:00,14.900006103599999
2024-09-26 18:50:00,14.860009002799995
2024-09-26 19:00:00,14.7400177
2024-09-26 19:10:00,14.7400177
2024-09-26 19:20:00,14.900006103599999
2024-09-26 19:30:00,14.700001525999998
2024-09-26 19:40:00,14.660004425199993
2024-09-26 19:50:00,14.780014801199995
2024-09-26 20:00:00,14.620007324399998
2024-09-26 20:10:00,14.700001525999998
2024-09-26 20:20:00,14.660004425199993
2024-09-26 20:30:00,14.7400177
2024-09-26 20:40:00,14.580010223199993
2024-09-26 20:50:00,14.500016021599993
2024-09-26 21:00:00,14.500016021599993
2024-09-26 21:10:00,14.540013122399998
2024-09-26 21:20:00,14.660004425199993
2024-09-26 21:30:00,14.580010223199993
2024-09-26 21:40:00,14.500016021599993
2024-09-26 21:50:00,14.580010223199993
2024-09-26 22:00:00,14.700001525999998
2024-09-26 22:10:00,14.820011902
2024-09-26 22:20:00,14.860009002799995
2024-09-26 22:30:00,15.0200164796
2024-09-26 22:40:00,15.140007781999996
2024-09-26 22:50:00,15.300017547619992
2024-09-26 23:00:00,15.622016143699994
2024-09-26 23:10:00,15.57601947778
2024-09-26 23:20:00,15.76000614146
2024-09-26 23:30:00,15.944014739779997
2024-09-26 23:40:00,15.76000614146
2024-09-26 23:50:00,15.806002807839993
2024-09-27 00:00:00,15.944014739779997
2024-09-27 00:10:00,16.358006668159998
2024-09-27 00:20:00,16.220016670399993
2024-09-27 00:30:00,16.634008598319994
2024-09-27 00:40:00,16.68000526424
2024-09-27 00:50:00,16.864013862559997
2024-09-27 01:00:00,17.232009124560005
2024-09-27 01:10:00,17.50801105518
2024-09-27 01:20:00,17.73801631942
2024-09-27 01:30:00,17.830009651260003
2024-09-27 01:40:00,17.73801631942
2024-09-27 01:50:00,18.290020179739997
2024-09-27 02:00:00,18.70401210766
2024-09-27 02:10:00,18.750008773580003
2024-09-27 02:20:00,19.164000701960006
2024-09-27 02:30:00,19.624011230439997
2024-09-27 02:40:00,20.524019241559998
2024-09-27 02:50:00,21.09600257868
2024-09-27 03:00:00,21.82402420028
2024-09-27 03:10:00,22.39600753792
2024-09-27 03:20:00,23.124004363840005
2024-09-27 03:30:00,23.800004959240002
2024-09-27 03:40:00,24.164003372200003
2024-09-27 03:50:00,24.892000198119995
2024-09-27 04:00:00,25.274026107540006
2024-09-27 04:10:00,26.202014160119997
2024-09-27 04:20:00,26.956014823639993
2024-09-27 04:30:00,28.058017921420003
2024-09-27 04:40:00,29.334008407680003
2024-09-27 04:50:00,30.20400066352
2024-09-27 05:00:00,31.732006835840004
2024-09-27 05:10:00,33.71601562496
2024-09-27 05:20:00,35.50800781248
2024-09-27 05:30:00,37.10801391615999
2024-09-27 05:40:00,38.000016021600004
2024-09-27 05:50:00,38.980011749499994
2024-09-27 06:00:00,39.680027771099994
2024-09-27 06:10:00,40.310015487499996
2024-09-27 06:20:00,40.450005340299995
2024-09-27 06:30:00,41.0100315091
2024-09-27 06:40:00,41.710014152599996
2024-09-27 06:50:00,41.50002937339999
2024-09-27 07:00:00,41.36000614179999
2024-09-27 07:10:00,41.50002937339999
2024-09-27 07:20:00,41.9200323106
2024-09-27 07:30:00,42.900028037799984
2024-09-27 07:40:00,43.7400005341
2024-09-27 07:50:00,44.83902702314999
2024-09-27 08:00:00,46.4560199738
2024-09-27 08:10:00,49.844031429089995
2024-09-27 08:20:00,54.13202533718
2024-09-27 08:30:00,58.068013763699994
2024-09-27 08:40:00,64.11603021639
2024-09-27 08:50:00,72.57802581803999
2024-09-27 09:00:00,81.02500963236997
2024-09-27 09:10:00,89.99104204137
2024-09-27 09:20:00,98.65802612297999
2024-09-27 09:30:00,107.84102811861001
2024-09-27 09:40:00,116.06002140050003
2024-09-27 09:50:00,125.6400585169
2024-09-27 10:00:00,130.9700441363
2024-09-27 10:10:00,136.43002033200003
2024-09-27 10:20:00,139.94001388530003
2024-09-27 10:30:00,141.5000247949
2024-09-27 10:40:00,143.710050583
2024-09-27 10:50:00,146.0500049595
2024-09-27 11:00:00,147.61001586909998
2024-09-27 11:10:00,149.26002883860002
2024-09-27 11:20:00,155.00001335179996
2024-09-27 11:30:00,159.20004272519998
2024-09-27 11:40:00,164.8000373842
2024-09-27 11:50:00,167.74002456719998
2024-09-27 12:00:00,173.480009079
2024-09-27 12:10:00,179.000025749
2024-09-27 12:20:00,183.3500680925
2024-09-27 12:30:00,192.60005188
2024-09-27 12:40:00,196.2800140384
2024-09-27 12:50:00,201.08004760799997
2024-09-27 13:00:00,209.88002014239999
2024-09-27 13:10:00,214.5200653072
2024-09-27 13:20:00,231.67000389129996
2024-09-27 13:30:00,239.66007328019998
2024-09-27 13:40:00,252.7500162129
2024-09-27 13:50:00,271.040046692
2024-09-27 14:00:00,286.02003479089996
2024-09-27 14:10:00,310.5300250059
2024-09-27 14:20:00,333.840049266
2024-09-27 14:30:00,361.77002763810003
2024-09-27 14:40:00,393.92006587900005
2024-09-27 14:50:00,417.6800746922001
2024-09-27 15:00:00,425.67004299160004
2024-09-27 15:10:00,447.28002929679997
2024-09-27 15:30:00,478.9600219719999
2024-09-27 15:40:00,552.4800624858001
2024-09-27 16:00:00,568.9701194749998
2024-09-27 16:10:00,591.9201297755001
2024-09-27 16:20:00,596.5100545885999
2024-09-27 16:30:00,615.9500617975999
2024-09-27 16:40:00,631.4799957272
2024-09-27 16:50:00,631.2001495368
2024-09-27 17:00:00,633.7201004024
2024-09-27 17:10:00,635.6800918568
2024-09-27 17:20:00,643.8000373827999
2024-09-27 17:30:00,639.0401153572001
2024-09-27 17:40:00,644.0800170912001
2024-09-27 17:50:00,656.7000608449
2024-09-27 18:00:00,662.2100763309
2024-09-27 18:10:00,665.6901006706001
2024-09-27 18:20:00,671.1999778759001
2024-09-27 18:30:00,667.7200918198001
2024-09-27 18:40:00,682.5101261152001
2024-09-27 18:50:00,674.6800022127002
2024-09-27 19:00:00,684.8300962452
2024-09-27 19:10:00,675.2600984579001
2024-09-27 19:20:00,672.0700531019002
2024-09-27 19:30:00,656.9900398257001
2024-09-27 19:40:00,646.0400085456
2024-09-27 19:50:00,658.4400730133
2024-09-27 20:00:00,663.9500885022001
2024-09-27 20:10:00,650.0299911492
2024-09-27 20:20:00,659.8901062008999
2024-09-27 20:30:00,641.0001068116001
2024-09-27 20:40:00,630.0800971992
2024-09-27 20:50:00,623.3600502011998
2024-09-27 21:00:00,615.6800813672
2024-09-27 21:10:00,593.0000514970999
2024-09-27 21:20:00,582.4700422279999
2024-09-27 21:30:00,568.7000103004998
2024-09-27 21:40:00,545.4600753791999
2024-09-27 21:50:00,529.750003815
2024-09-27 22:00:00,484.48007965119984
2024-09-27 22:10:00,464.5600357048001
2024-09-27 22:30:00,427.5100193016001
2024-09-27 22:40:00,425.90002632119996
2024-09-27 22:50:00,419.0000877381001
2024-09-27 23:00:00,420.1501140593
2024-09-27 23:10:00,420.1501140593
2024-09-27 23:20:00,425.67004299160004
2024-09-27 23:30:00,428.6600456228
2024-09-27 23:40:00,443.9200439464
2024-09-27 23:50:00,450.8801116936001
2024-09-28 00:00:00,471.04002380320003
2024-09-28 00:10:00,482.32000732480003
2024-09-28 00:20:00,548.060134888
2024-09-28 00:30:00,552.2200813306001
2024-09-28 00:40:00,578.6900587088
2024-09-28 00:50:00,603.5300607689001
2024-09-28 01:00:00,622.2399978635998
2024-09-28 01:10:00,653.8001327504
2024-09-28 01:20:00,670.9101371758001
2024-09-28 01:30:00,696.4300851817001
2024-09-28 01:40:00,711.4001235970001
2024-09-28 01:50:00,744.400020598
2024-09-28 02:00:00,757.9000434879998
2024-09-28 02:10:00,772.0800476064001
2024-09-28 02:20:00,788.720062256
2024-09-28 02:30:00,824.0400342953001
2024-09-28 02:40:00,844.0401000992001
2024-09-28 02:50:00,834.4400329599999
2024-09-28 03:00:00,858.4401245120001
2024-09-28 03:10:00,861.3300704946001
2024-09-28 03:20:00,868.9199924463
2024-09-28 03:30:00,874.2000818268001
2024-09-28 03:40:00,884.4301271424
2024-09-28 03:50:00,899.7801322940002
2024-09-28 04:00:00,933.0999870290001
2024-09-28 04:10:00,938.5400791179999
2024-09-28 04:20:00,954.8600311269998
2024-09-28 04:30:00,950.7800025942
2024-09-28 04:40:00,963.7500400539999
2024-09-28 04:50:00,975.3000373835001
2024-09-28 05:00:00,984.750020027
2024-09-28 05:10:00,1005.7500000000001
2024-09-28 05:20:00,1016.2500734335
2024-09-28 05:30:00,1019.7499866475001
2024-09-28 05:40:00,949.0801258102
